posts/Workflow-Discussion.md	Workflow discussion		
posts/Tmux-Sessionizer.md	Tmux sessionizing		
posts/starting-with-fpga.md	Starting with the Tang 9k FPGA.		
posts/1st-day-with-fpga.md	The first day with the Tang Nano 9K		
